-0.0152316,-0.002,-1.75051,988.573
0.0656117,-0.002,-1.78676,978.468
-0.0412401,-0.002,-1.73772,984.022
0.0165371,-0.002,-1.8172,991.145
-0.0403065,-0.002,-1.7538,990.065
0.000496226,-0.002,-1.76819,990.585
-0.0465989,-0.002,-1.74314,987.878
0.0157683,-0.002,-1.74487,989.995
0.147293,0.002,-1.83815,662.499
0.0108499,-0.002,-1.75344,987.872
-0.00135271,-0.002,-1.80858,986.776
-0.0196278,-0.002,-1.75968,988.262
-0.0202571,-0.002,-1.79673,989.165
-0.00262819,-0.002,-1.76036,987.668
-0.00317767,-0.002,-1.76397,986.238
-0.00158415,-0.002,-1.73235,986.271
-0.0290461,-0.002,-1.74597,989.498
0.000643252,-0.002,-1.76286,990.63
0.017474,-0.002,-1.73984,985.845
-0.0214825,-0.002,-1.77248,990.313
-1.05779,0.002,-2.40605,755.68
-0.000318053,-0.002,-1.75402,988.633
-0.011636,-0.002,-1.78439,986.648
-0.0128708,-0.002,-1.72979,988.484
0.00251433,-0.002,-1.77516,984.352
-0.612559,0.002,-2.31667,487.293
0.946976,-0.002,-2.24231,100.047
0.0423,-0.002,-1.76534,983.597
-0.00501033,-0.002,-1.80043,986.617
0.0148226,-0.002,-1.79474,988.782
-0.0100287,-0.002,-1.78968,985.863
-0.0130544,-0.002,-1.78347,987.896
-0.215256,0.002,-2.00412,575.821
0.000693085,-0.002,-1.74784,983.625
-0.00151011,-0.002,-1.76834,988.761
-0.00665999,-0.002,-1.77396,987.923
0.0114324,-0.002,-1.75544,986.222
0.0139132,-0.002,-1.77095,984.69
-0.0065885,-0.002,-1.76709,986.686
-0.0100016,-0.002,-1.75655,984.284
0.133788,0.002,-2.30384,315.281
0.46004,0.002,-2.623,203.642
0.0209191,-0.002,-1.77634,846.883
0.00722816,-0.002,-1.76673,988.848
-0.271083,0.002,-2.40236,632.273
-0.0428079,-0.002,-1.73721,986.879
-0.000471537,-0.002,-1.75231,969.928
-0.0075649,-0.002,-1.75611,985.934
0.00506357,-0.002,-1.77062,989.302
0.00745293,-0.002,-1.76077,989.712
-0.0238848,-0.002,-1.78059,985.601
0.0370736,-0.002,-1.7291,985.306
0.00625826,-0.002,-1.77763,985.159
0.00585517,-0.002,-1.76052,954.928
0.00357502,-0.002,-1.78077,986.108
0.0121765,-0.002,-1.75848,985.118
-0.00491231,-0.002,-1.75129,986.846
0.000385105,-0.002,-1.7515,983.022
-0.347687,0.002,-2.42834,706.497
-0.0375129,-0.002,-1.74044,982.877
0.0171814,-0.002,-1.76468,988.465
-0.00354508,-0.002,-1.76495,990.394
0.017009,-0.002,-1.76775,983.872
0.000116009,-0.002,-1.75842,984.717
0.00244781,-0.002,-1.76109,982.429
-0.168051,0.002,-2.41709,460.755
-0.145161,-0.002,-1.79526,990.794
0.00404464,-0.002,-1.74987,988.264
-0.0123589,-0.002,-1.76315,988.159
-0.000694768,-0.002,-1.76927,993.08
-0.00154095,-0.002,-1.76137,968.641
-0.0151494,-0.002,-1.77092,986.841
0.000252946,-0.002,-1.76813,990.408
0.0221136,-0.002,-1.74643,986.177
0.420998,0.002,-2.36843,321.01
-0.00649902,-0.002,-1.79914,980.608
0.0114531,-0.002,-1.75698,990.891
0.0162695,-0.002,-1.77638,984.599
0.0302628,-0.002,-1.7526,990.248
-0.0118673,-0.002,-1.754,987.958
0.0122303,-0.002,-1.74896,990.915
0.000375596,-0.002,-1.75127,985.905
-0.0128308,-0.002,-1.77318,986.351
0.00031396,-0.002,-1.76122,990.064
0.0787449,-0.002,-1.67348,985.979
